Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Engine size_win,Year of manufacture_win,Mileage_win,Price_win
Ford,Focus,1.6,Petrol,2018,32042,31505,1.6,2018,32042.0,31505.0
Ford,Focus,2.0,Petrol,2002,81688,8832,2.0,2002,81688.0,8832.0
Toyota,Prius,1.8,Hybrid,2012,62317,23159,1.8,2012,62317.0,23159.0
VW,Passat,1.4,Diesel,2001,88880,7225,1.4,2001,88880.0,7225.0
VW,Passat,2.0,Diesel,2005,50558,14559,2.0,2005,50558.0,14559.0
Ford,Focus,2.0,Petrol,2005,24135,15488,2.0,2005,24135.0,15488.0
VW,Passat,1.8,Petrol,2008,118455,10002,1.8,2008,118455.0,10002.0
VW,Polo,1.4,Petrol,2003,180909,2568,1.4,2003,180909.0,2568.0
VW,Passat,2.0,Diesel,1996,78231,6664,2.0,1996,78231.0,6664.0
Ford,Focus,1.8,Diesel,2010,74264,15780,1.8,2010,74264.0,15780.0
Porsche,911,2.2,Petrol,2016,36143,74311,2.2,2016,36143.0,42975.125
Toyota,RAV4,2.4,Hybrid,2012,73345,29214,2.4,2012,73345.0,29214.0
Toyota,Yaris,1.2,Hybrid,2016,35313,22449,1.2,2016,35313.0,22449.0
VW,Polo,1.6,Diesel,2018,29461,23765,1.6,2018,29461.0,23765.0
Porsche,718 Cayman,4.0,Petrol,2005,85066,19887,2.9000000000000004,2005,85066.0,19887.0
VW,Golf,2.0,Petrol,2016,34920,25462,2.0,2016,34920.0,25462.0
Toyota,RAV4,2.0,Hybrid,2002,79908,13092,2.0,2002,79908.0,13092.0
Toyota,Prius,1.8,Hybrid,2010,67474,19593,1.8,2010,67474.0,19593.0
VW,Polo,1.4,Petrol,1998,103831,3418,1.4,1998,103831.0,3418.0
Toyota,Prius,1.8,Hybrid,1998,103133,6857,1.8,1998,103133.0,6857.0
Toyota,Yaris,1.4,Petrol,2005,104248,6131,1.4,2005,104248.0,6131.0
Toyota,Yaris,1.2,Hybrid,1987,292142,402,1.2,1987,292142.0,402.0
VW,Polo,2.0,Petrol,2013,44755,16563,2.0,2013,44755.0,16563.0
BMW,M5,5.0,Petrol,2019,25716,122834,2.9000000000000004,2019,25716.0,42975.125
Porsche,718 Cayman,2.4,Petrol,2020,20751,62723,2.4,2020,20751.0,42975.125
Toyota,Prius,1.0,Hybrid,1995,226348,1499,1.0,1995,226348.0,1499.0
Toyota,Prius,1.4,Hybrid,1996,152612,3595,1.4,1996,152612.0,3595.0
VW,Passat,1.6,Diesel,2014,24070,27756,1.6,2014,24070.0,27756.0
VW,Passat,1.4,Diesel,2019,40526,32937,1.4,2019,40526.0,32937.0
Toyota,Prius,1.8,Hybrid,1989,215856,1482,1.8,1989,215856.0,1482.0
Ford,Fiesta,1.4,Hybrid,2021,16190,32554,1.4,2021,16190.0,32554.0
BMW,Z4,2.4,Petrol,1999,98012,7785,2.4,1999,98012.0,7785.0
Toyota,Prius,1.0,Hybrid,1994,183285,2053,1.0,1994,183285.0,2053.0
VW,Passat,1.6,Diesel,1995,52769,6593,1.6,1995,52769.0,6593.0
VW,Polo,1.6,Petrol,2008,86348,8074,1.6,2008,86348.0,8074.0
BMW,M5,5.0,Petrol,1988,213898,3757,2.9000000000000004,1988,213898.0,3757.0
VW,Golf,1.8,Petrol,2001,52817,7970,1.8,2001,52817.0,7970.0
Toyota,Prius,1.0,Hybrid,2006,62485,11558,1.0,2006,62485.0,11558.0
Toyota,Yaris,1.0,Petrol,1990,182533,1015,1.0,1990,182533.0,1015.0
VW,Passat,1.8,Diesel,1996,156148,3494,1.8,1996,156148.0,3494.0
Porsche,Cayenne,4.0,Diesel,2014,54576,55220,2.9000000000000004,2014,54576.0,42975.125
Ford,Focus,1.8,Petrol,2016,31946,29261,1.8,2016,31946.0,29261.0
VW,Passat,1.4,Diesel,2014,65418,20178,1.4,2014,65418.0,20178.0
Toyota,RAV4,2.4,Petrol,1989,168463,2534,2.4,1989,168463.0,2534.0
VW,Polo,2.0,Petrol,1999,159895,2808,2.0,1999,159895.0,2808.0
VW,Polo,1.2,Petrol,2007,118908,5148,1.2,2007,118908.0,5148.0
Toyota,Yaris,1.2,Hybrid,2006,116463,6643,1.2,2006,116463.0,6643.0
Toyota,Prius,1.0,Hybrid,1994,153254,2645,1.0,1994,153254.0,2645.0
Toyota,Prius,1.4,Hybrid,1995,253825,1379,1.4,1995,253825.0,1379.0
VW,Polo,1.2,Petrol,2018,32561,19253,1.2,2018,32561.0,19253.0
Ford,Fiesta,1.0,Petrol,2009,62249,7827,1.0,2009,62249.0,7827.0
VW,Polo,1.2,Petrol,2003,81501,5182,1.2,2003,81501.0,5182.0
VW,Polo,2.0,Petrol,2000,132357,3753,2.0,2000,132357.0,3753.0
Ford,Mondeo,2.0,Diesel,1997,42515,8493,2.0,1997,42515.0,8493.0
Ford,Fiesta,1.4,Petrol,1997,136830,2417,1.4,1997,136830.0,2417.0
BMW,M5,5.0,Petrol,2018,34636,109168,2.9000000000000004,2018,34636.0,42975.125
Toyota,RAV4,2.0,Hybrid,1999,149994,6303,2.0,1999,149994.0,6303.0
VW,Passat,1.6,Diesel,1988,263011,749,1.6,1988,263011.0,749.0
BMW,Z4,2.2,Petrol,2005,137715,8209,2.2,2005,137715.0,8209.0
Porsche,911,2.2,Petrol,2019,28588,94831,2.2,2019,28588.0,42975.125
Toyota,Yaris,1.4,Petrol,1987,187464,942,1.4,1987,187464.0,942.0
Toyota,Yaris,1.4,Hybrid,2009,70495,12187,1.4,2009,70495.0,12187.0
BMW,X3,2.4,Petrol,2011,66393,22658,2.4,2011,66393.0,22658.0
Ford,Focus,1.4,Petrol,2015,41592,22804,1.4,2015,41592.0,22804.0
Ford,Fiesta,1.4,Petrol,1992,130682,1818,1.4,1992,130682.0,1818.0
VW,Polo,1.0,Diesel,2011,87146,8140,1.0,2011,87146.0,8140.0
Ford,Mondeo,1.6,Petrol,1998,117348,4621,1.6,1998,117348.0,4621.0
VW,Golf,1.8,Hybrid,1994,70718,5339,1.8,1994,70718.0,5339.0
VW,Polo,1.6,Diesel,1984,279988,330,1.6,1984,279988.0,330.0
BMW,M5,4.0,Petrol,2001,189612,9906,2.9000000000000004,2001,189612.0,9906.0
VW,Passat,1.4,Petrol,1996,209536,1853,1.4,1996,209536.0,1853.0
Ford,Focus,1.4,Petrol,2009,106525,9856,1.4,2009,106525.0,9856.0
Ford,Focus,1.0,Hybrid,2015,35252,24016,1.0,2015,35252.0,24016.0
Toyota,Yaris,1.2,Petrol,2001,192276,2127,1.2,2001,192276.0,2127.0
Toyota,Yaris,1.0,Hybrid,2009,76845,9867,1.0,2009,76845.0,9867.0
VW,Passat,1.4,Diesel,1992,223683,1313,1.4,1992,223683.0,1313.0
Toyota,Yaris,1.4,Petrol,2000,206237,1901,1.4,2000,206237.0,1901.0
Ford,Focus,1.8,Petrol,2001,126853,5615,1.8,2001,126853.0,5615.0
Toyota,Prius,1.0,Hybrid,1996,62867,5919,1.0,1996,62867.0,5919.0
Ford,Focus,2.0,Petrol,2006,139197,7492,2.0,2006,139197.0,7492.0
Toyota,Yaris,1.4,Hybrid,2002,139218,4600,1.4,2002,139218.0,4600.0
Ford,Focus,1.8,Diesel,2017,36844,31914,1.8,2017,36844.0,31914.0
BMW,M5,4.0,Petrol,1994,247984,3677,2.9000000000000004,1994,247984.0,3677.0
VW,Polo,1.4,Petrol,1992,163913,1424,1.4,1992,163913.0,1424.0
VW,Golf,1.2,Diesel,2018,21385,25561,1.2,2018,21385.0,25561.0
Ford,Mondeo,2.0,Diesel,1994,194186,2206,2.0,1994,194186.0,2206.0
Toyota,RAV4,1.8,Hybrid,1991,163442,3138,1.8,1991,163442.0,3138.0
BMW,Z4,2.4,Petrol,2004,118840,9299,2.4,2004,118840.0,9299.0
Ford,Focus,1.6,Petrol,2000,105543,5825,1.6,2000,105543.0,5825.0
Toyota,Yaris,1.4,Hybrid,2007,75104,10339,1.4,2007,75104.0,10339.0
Toyota,Prius,1.4,Hybrid,2012,13532,27279,1.4,2012,13532.0,27279.0
Ford,Fiesta,1.0,Petrol,1993,215935,798,1.0,1993,215935.0,798.0
Ford,Focus,2.0,Petrol,2016,46115,28344,2.0,2016,46115.0,28344.0
BMW,X3,3.0,Diesel,2018,31445,52673,2.9000000000000004,2018,31445.0,42975.125
VW,Polo,1.2,Petrol,1993,95015,2418,1.2,1993,95015.0,2418.0
Ford,Focus,1.8,Petrol,2010,59551,16564,1.8,2010,59551.0,16564.0
VW,Passat,1.6,Diesel,2005,153835,6118,1.6,2005,153835.0,6118.0
Toyota,RAV4,2.0,Hybrid,2005,129614,11073,2.0,2005,129614.0,11073.0
Ford,Mondeo,1.6,Diesel,2004,25142,13407,1.6,2004,25142.0,13407.0
Porsche,911,3.0,Petrol,1995,144463,9945,2.9000000000000004,1995,144463.0,9945.0
Toyota,Yaris,1.4,Petrol,2018,34964,23135,1.4,2018,34964.0,23135.0
VW,Golf,1.2,Petrol,2004,77356,6765,1.2,2004,77356.0,6765.0
VW,Polo,1.2,Petrol,1991,166762,1204,1.2,1991,166762.0,1204.0
Ford,Mondeo,1.4,Diesel,2016,37187,26037,1.4,2016,37187.0,26037.0
VW,Golf,2.0,Petrol,2006,96345,8730,2.0,2006,96345.0,8730.0
Ford,Mondeo,2.0,Diesel,2016,27796,32864,2.0,2016,27796.0,32864.0
Ford,Mondeo,2.0,Diesel,1995,176335,2752,2.0,1995,176335.0,2752.0
Ford,Mondeo,1.4,Diesel,2018,19657,32880,1.4,2018,19657.0,32880.0
VW,Passat,1.6,Diesel,2002,97423,7765,1.6,2002,97423.0,7765.0
VW,Polo,1.4,Petrol,2006,19531,10057,1.4,2006,19531.0,10057.0
Porsche,911,3.5,Petrol,1999,106936,18779,2.9000000000000004,1999,106936.0,18779.0
BMW,Z4,2.4,Petrol,1998,157377,4582,2.4,1998,157377.0,4582.0
Ford,Mondeo,1.6,Petrol,2019,29495,33862,1.6,2019,29495.0,33862.0
VW,Golf,2.0,Petrol,2017,51470,24619,2.0,2017,51470.0,24619.0
Ford,Focus,1.8,Diesel,2001,110764,6669,1.8,2001,110764.0,6669.0
BMW,Z4,2.2,Petrol,2016,48284,32374,2.2,2016,48284.0,32374.0
Ford,Fiesta,1.0,Petrol,2000,151701,2213,1.0,2000,151701.0,2213.0
Ford,Fiesta,1.4,Petrol,2002,96635,4583,1.4,2002,96635.0,4583.0
BMW,M5,4.4,Petrol,1997,50122,22997,2.9000000000000004,1997,50122.0,22997.0
Toyota,Yaris,1.4,Petrol,1992,228292,915,1.4,1992,228292.0,915.0
Porsche,Cayenne,2.6,Diesel,2016,34687,57428,2.6,2016,34687.0,42975.125
VW,Golf,1.4,Petrol,2018,24236,25880,1.4,2018,24236.0,25880.0
VW,Passat,1.6,Diesel,2016,45609,27953,1.6,2016,45609.0,27953.0
Toyota,Prius,1.0,Hybrid,2007,96115,9802,1.0,2007,96115.0,9802.0
VW,Golf,1.6,Diesel,2019,30707,29932,1.6,2019,30707.0,29932.0
Ford,Mondeo,1.6,Diesel,2001,45608,9733,1.6,2001,45608.0,9733.0
Ford,Mondeo,1.4,Diesel,2003,176573,3917,1.4,2003,176573.0,3917.0
BMW,X3,2.4,Diesel,2010,85651,19520,2.4,2010,85651.0,19520.0
Ford,Focus,2.0,Diesel,2018,34058,36553,2.0,2018,34058.0,36553.0
VW,Polo,1.2,Petrol,2016,57050,14512,1.2,2016,57050.0,14512.0
Porsche,911,2.6,Petrol,1999,102714,16699,2.6,1999,102714.0,16699.0
VW,Golf,1.2,Petrol,2002,79473,5835,1.2,2002,79473.0,5835.0
Ford,Fiesta,1.4,Petrol,2003,113034,4339,1.4,2003,113034.0,4339.0
VW,Polo,1.6,Petrol,1994,290763,554,1.6,1994,290763.0,554.0
Porsche,Cayenne,3.5,Petrol,1999,150827,8938,2.9000000000000004,1999,150827.0,8938.0
Ford,Focus,1.0,Petrol,2005,99479,6720,1.0,2005,99479.0,6720.0
Porsche,911,3.0,Petrol,2003,196874,10884,2.9000000000000004,2003,196874.0,10884.0
Porsche,718 Cayman,2.4,Petrol,1997,135923,6170,2.4,1997,135923.0,6170.0
BMW,M5,4.4,Petrol,2019,29988,112461,2.9000000000000004,2019,29988.0,42975.125
VW,Golf,2.0,Diesel,1987,421979,135,2.0,1987,314974.125,135.0
Toyota,Prius,1.8,Hybrid,1994,196938,2447,1.8,1994,196938.0,2447.0
Ford,Fiesta,1.0,Diesel,2001,135556,2829,1.0,2001,135556.0,2829.0
Toyota,RAV4,2.0,Hybrid,2003,160664,7536,2.0,2003,160664.0,7536.0
VW,Golf,2.0,Diesel,1986,148346,1617,2.0,1986,148346.0,1617.0
Ford,Focus,1.8,Diesel,1998,102963,5787,1.8,1998,102963.0,5787.0
Ford,Mondeo,1.6,Diesel,1996,182803,2489,1.6,1996,182803.0,2489.0
BMW,Z4,3.0,Petrol,2010,71007,21888,2.9000000000000004,2010,71007.0,21888.0
Toyota,RAV4,2.4,Hybrid,2003,68857,16523,2.4,2003,68857.0,16523.0
VW,Passat,1.8,Diesel,2007,107008,10712,1.8,2007,107008.0,10712.0
Toyota,RAV4,1.8,Hybrid,2012,63089,27083,1.8,2012,63089.0,27083.0
Ford,Focus,1.4,Diesel,1990,213005,1208,1.4,1990,213005.0,1208.0
Ford,Fiesta,1.4,Petrol,2017,20811,20260,1.4,2017,20811.0,20260.0
Ford,Fiesta,1.2,Petrol,1998,202379,1376,1.2,1998,202379.0,1376.0
VW,Passat,1.6,Diesel,2021,16378,46176,1.6,2021,16378.0,42975.125
Toyota,Yaris,1.0,Hybrid,2020,19329,29298,1.0,2020,19329.0,29298.0
Ford,Fiesta,1.0,Petrol,1994,244686,656,1.0,1994,244686.0,656.0
Porsche,911,2.2,Petrol,2009,84171,34180,2.2,2009,84171.0,34180.0
Ford,Fiesta,1.4,Petrol,2004,115671,4546,1.4,2004,115671.0,4546.0
Ford,Mondeo,1.4,Diesel,2012,88575,14269,1.4,2012,88575.0,14269.0
VW,Golf,1.4,Petrol,2011,88803,10759,1.4,2011,88803.0,10759.0
Toyota,Yaris,1.2,Petrol,2006,147469,4334,1.2,2006,147469.0,4334.0
VW,Polo,1.2,Petrol,2004,79278,5625,1.2,2004,79278.0,5625.0
Toyota,Prius,1.4,Hybrid,1992,205863,1745,1.4,1992,205863.0,1745.0
Ford,Focus,2.0,Diesel,2015,14142,33457,2.0,2015,14142.0,33457.0
Ford,Focus,1.4,Petrol,2002,198969,2900,1.4,2002,198969.0,2900.0
VW,Golf,2.0,Petrol,2016,28858,26372,2.0,2016,28858.0,26372.0
Ford,Mondeo,2.0,Diesel,2017,21468,36400,2.0,2017,21468.0,36400.0
Ford,Fiesta,1.4,Petrol,2008,153509,4397,1.4,2008,153509.0,4397.0
Porsche,911,2.2,Petrol,2008,88581,30999,2.2,2008,88581.0,30999.0
VW,Passat,1.4,Diesel,2011,83081,14657,1.4,2011,83081.0,14657.0
Ford,Fiesta,1.0,Petrol,1985,265191,298,1.0,1985,265191.0,298.0
Ford,Mondeo,1.4,Diesel,2016,49024,24234,1.4,2016,49024.0,24234.0
VW,Golf,1.2,Diesel,2007,53197,10169,1.2,2007,53197.0,10169.0
Ford,Focus,1.8,Diesel,2009,75424,14646,1.8,2009,75424.0,14646.0
VW,Golf,2.0,Diesel,2011,71972,15168,2.0,2011,71972.0,15168.0
Ford,Mondeo,1.6,Diesel,1999,84546,6596,1.6,1999,84546.0,6596.0
Ford,Focus,1.6,Petrol,2001,159923,4053,1.6,2001,159923.0,4053.0
BMW,X3,2.0,Diesel,1993,112864,4704,2.0,1993,112864.0,4704.0
Toyota,Prius,1.4,Hybrid,2009,97414,13128,1.4,2009,97414.0,13128.0
Toyota,RAV4,2.2,Hybrid,2013,62205,32191,2.2,2013,62205.0,32191.0
Ford,Focus,1.4,Petrol,1993,219779,1322,1.4,1993,219779.0,1322.0
Toyota,Prius,1.0,Hybrid,2015,45754,23409,1.0,2015,45754.0,23409.0
Ford,Mondeo,1.6,Diesel,1999,70090,7282,1.6,1999,70090.0,7282.0
Toyota,Prius,1.8,Hybrid,2008,113849,12328,1.8,2008,113849.0,12328.0
VW,Golf,1.6,Diesel,2002,103620,5954,1.6,2002,103620.0,5954.0
Toyota,Yaris,1.2,Petrol,2013,87674,10907,1.2,2013,87674.0,10907.0
BMW,M5,4.4,Petrol,2005,16161,47767,2.9000000000000004,2005,16161.0,42975.125
Toyota,Prius,1.8,Hybrid,2004,171788,5921,1.8,2004,171788.0,5921.0
Ford,Focus,1.0,Diesel,1995,143135,2588,1.0,1995,143135.0,2588.0
VW,Golf,2.0,Diesel,2004,63539,10058,2.0,2004,63539.0,10058.0
Toyota,RAV4,2.4,Hybrid,1993,214645,2655,2.4,1993,214645.0,2655.0
Toyota,Yaris,1.2,Petrol,1989,148035,1389,1.2,1989,148035.0,1389.0
Toyota,Prius,1.0,Hybrid,2009,68570,13563,1.0,2009,68570.0,13563.0
VW,Polo,1.0,Petrol,2001,107814,3425,1.0,2001,107814.0,3425.0
VW,Passat,2.0,Diesel,1988,225315,1184,2.0,1988,225315.0,1184.0
Toyota,RAV4,2.4,Hybrid,2009,65290,25238,2.4,2009,65290.0,25238.0
VW,Polo,1.2,Petrol,1995,133257,2068,1.2,1995,133257.0,2068.0
Toyota,Yaris,1.4,Hybrid,2015,34694,22766,1.4,2015,34694.0,22766.0
Toyota,Prius,1.8,Hybrid,1998,213737,2752,1.8,1998,213737.0,2752.0
VW,Golf,2.0,Hybrid,2017,34612,32721,2.0,2017,34612.0,32721.0
VW,Passat,2.0,Petrol,1995,37884,7689,2.0,1995,37884.0,7689.0
Ford,Fiesta,1.4,Petrol,2001,115834,3718,1.4,2001,115834.0,3718.0
Porsche,911,3.0,Petrol,2017,22217,100456,2.9000000000000004,2017,22217.0,42975.125
VW,Golf,1.2,Petrol,2019,39554,23438,1.2,2019,39554.0,23438.0
Ford,Focus,1.0,Diesel,2004,94084,6864,1.0,2004,94084.0,6864.0
Toyota,Yaris,1.0,Hybrid,2018,39382,22858,1.0,2018,39382.0,22858.0
BMW,X3,2.0,Petrol,1989,240313,1164,2.0,1989,240313.0,1164.0
Toyota,Yaris,1.4,Hybrid,2009,30538,15633,1.4,2009,30538.0,15633.0
VW,Golf,1.2,Petrol,1999,94662,4292,1.2,1999,94662.0,4292.0
VW,Passat,1.8,Diesel,1998,108382,5819,1.8,1998,108382.0,5819.0
VW,Passat,1.8,Petrol,1987,196406,1295,1.8,1987,196406.0,1295.0
Ford,Mondeo,1.6,Diesel,2022,5923,49371,1.6,2022,5923.0,42975.125
VW,Golf,1.2,Petrol,2017,18244,23170,1.2,2017,18244.0,23170.0
Ford,Mondeo,1.8,Diesel,1997,178419,2931,1.8,1997,178419.0,2931.0
Toyota,Yaris,1.0,Hybrid,1988,329916,273,1.0,1988,314974.125,273.0
BMW,M5,4.4,Petrol,2012,113661,40257,2.9000000000000004,2012,113661.0,40257.0
VW,Golf,2.0,Diesel,2009,65257,13880,2.0,2009,65257.0,13880.0
VW,Passat,1.8,Diesel,1987,105188,2862,1.8,1987,105188.0,2862.0
VW,Polo,2.0,Petrol,2006,80654,8220,2.0,2006,80654.0,8220.0
Toyota,Yaris,1.2,Petrol,2019,24036,24376,1.2,2019,24036.0,24376.0
Porsche,718 Cayman,4.0,Petrol,1996,257193,2588,2.9000000000000004,1996,257193.0,2588.0
Toyota,Yaris,1.0,Hybrid,2016,26063,21614,1.0,2016,26063.0,21614.0
Porsche,911,2.6,Petrol,1997,186833,7413,2.6,1997,186833.0,7413.0
BMW,M5,4.0,Petrol,2013,30182,71796,2.9000000000000004,2013,30182.0,42975.125
Ford,Mondeo,1.8,Hybrid,2007,89677,13146,1.8,2007,89677.0,13146.0
VW,Polo,2.0,Petrol,2012,28450,17060,2.0,2012,28450.0,17060.0
VW,Passat,1.4,Diesel,2009,70269,14000,1.4,2009,70269.0,14000.0
VW,Polo,1.2,Petrol,1994,107899,2351,1.2,1994,107899.0,2351.0
Porsche,911,2.2,Petrol,1993,151347,7047,2.2,1993,151347.0,7047.0
BMW,M5,5.0,Petrol,1997,222894,6315,2.9000000000000004,1997,222894.0,6315.0
Toyota,Yaris,1.4,Petrol,2004,145979,4147,1.4,2004,145979.0,4147.0
Porsche,718 Cayman,2.4,Petrol,1990,224885,1807,2.4,1990,224885.0,1807.0
Toyota,Yaris,1.2,Petrol,1989,186301,1006,1.2,1989,186301.0,1006.0
Ford,Focus,1.6,Diesel,2018,22122,34995,1.6,2018,22122.0,34995.0
Toyota,RAV4,2.0,Hybrid,1990,192555,2412,2.0,1990,192555.0,2412.0
Ford,Mondeo,1.6,Petrol,2018,32431,31147,1.6,2018,32431.0,31147.0
VW,Polo,1.2,Petrol,1989,112074,1633,1.2,1989,112074.0,1633.0
Ford,Fiesta,1.4,Petrol,2011,81584,9292,1.4,2011,81584.0,9292.0
Ford,Mondeo,1.4,Petrol,2007,75609,10654,1.4,2007,75609.0,10654.0
Ford,Mondeo,2.0,Diesel,2004,144846,6518,2.0,2004,144846.0,6518.0
Ford,Fiesta,1.4,Petrol,2011,78539,9490,1.4,2011,78539.0,9490.0
VW,Passat,1.6,Diesel,2008,87853,12407,1.6,2008,87853.0,12407.0
VW,Golf,2.0,Diesel,2022,5765,46830,2.0,2022,5765.0,42975.125
Toyota,Prius,1.0,Hybrid,1992,286694,701,1.0,1992,286694.0,701.0
Toyota,RAV4,1.8,Hybrid,1984,386793,246,1.8,1984,314974.125,246.0
Toyota,Yaris,1.4,Petrol,2003,153264,3656,1.4,2003,153264.0,3656.0
Ford,Fiesta,1.2,Petrol,1997,156938,1901,1.2,1997,156938.0,1901.0
VW,Golf,1.4,Petrol,2003,172827,3265,1.4,2003,172827.0,3265.0
BMW,Z4,3.0,Petrol,2017,31172,44765,2.9000000000000004,2017,31172.0,42975.125
Ford,Mondeo,1.8,Diesel,2010,98710,13165,1.8,2010,98710.0,13165.0
Toyota,Prius,1.0,Hybrid,1993,194957,1736,1.0,1993,194957.0,1736.0
Ford,Focus,1.8,Petrol,2018,20377,35693,1.8,2018,20377.0,35693.0
VW,Golf,1.6,Petrol,2003,96519,6385,1.6,2003,96519.0,6385.0
Toyota,Yaris,1.0,Petrol,1989,184827,930,1.0,1989,184827.0,930.0
VW,Golf,1.6,Petrol,1999,128140,3852,1.6,1999,128140.0,3852.0
VW,Passat,1.8,Diesel,1997,196164,2655,1.8,1997,196164.0,2655.0
VW,Golf,1.2,Petrol,1992,261223,658,1.2,1992,261223.0,658.0
VW,Passat,1.6,Diesel,1993,155781,2705,1.6,1993,155781.0,2705.0
Toyota,Yaris,1.4,Hybrid,1995,246209,1138,1.4,1995,246209.0,1138.0
Toyota,Prius,1.0,Hybrid,2002,121032,5830,1.0,2002,121032.0,5830.0
BMW,X3,2.0,Diesel,2018,14227,47334,2.0,2018,14227.0,42975.125
Toyota,RAV4,2.2,Hybrid,2000,86325,11492,2.2,2000,86325.0,11492.0
Ford,Focus,1.4,Diesel,1997,117815,4270,1.4,1997,117815.0,4270.0
VW,Golf,1.6,Petrol,2001,17883,9225,1.6,2001,17883.0,9225.0
Toyota,Prius,1.0,Hybrid,1997,140879,3573,1.0,1997,140879.0,3573.0
Toyota,Yaris,1.4,Hybrid,2005,19194,12762,1.4,2005,19194.0,12762.0
Toyota,Yaris,1.2,Petrol,2010,86804,8985,1.2,2010,86804.0,8985.0
VW,Passat,1.4,Diesel,2015,37338,25711,1.4,2015,37338.0,25711.0
Porsche,Cayenne,3.0,Diesel,1986,229781,1840,2.9000000000000004,1986,229781.0,1840.0
BMW,Z4,2.2,Petrol,2005,157668,6979,2.2,2005,157668.0,6979.0
VW,Passat,1.4,Diesel,1995,234240,1457,1.4,1995,234240.0,1457.0
BMW,Z4,2.2,Petrol,1988,220415,1303,2.2,1988,220415.0,1303.0
Ford,Focus,1.4,Petrol,1995,212686,1610,1.4,1995,212686.0,1610.0
BMW,Z4,2.4,Petrol,1991,218082,1698,2.4,1991,218082.0,1698.0
Ford,Focus,1.0,Diesel,2008,135332,6555,1.0,2008,135332.0,6555.0
Toyota,Yaris,1.0,Petrol,1993,228202,827,1.0,1993,228202.0,827.0
VW,Golf,1.2,Hybrid,2015,57663,19257,1.2,2015,57663.0,19257.0
Ford,Fiesta,1.4,Petrol,2005,51618,7592,1.4,2005,51618.0,7592.0
Toyota,Yaris,1.2,Petrol,1994,113885,2536,1.2,1994,113885.0,2536.0
Toyota,Prius,1.4,Hybrid,2010,106385,13138,1.4,2010,106385.0,13138.0
Ford,Focus,1.8,Petrol,2016,43227,27368,1.8,2016,43227.0,27368.0
Toyota,Yaris,1.0,Petrol,2011,91742,8466,1.0,2011,91742.0,8466.0
BMW,M5,4.4,Petrol,2021,16697,138395,2.9000000000000004,2021,16697.0,42975.125
BMW,X3,3.0,Petrol,2003,150918,7917,2.9000000000000004,2003,150918.0,7917.0
Ford,Focus,1.8,Diesel,1987,295581,522,1.8,1987,295581.0,522.0
VW,Polo,2.0,Petrol,2009,82909,9884,2.0,2009,82909.0,9884.0
BMW,X3,2.4,Diesel,1998,103410,7718,2.4,1998,103410.0,7718.0
Ford,Fiesta,1.4,Petrol,2004,105285,4915,1.4,2004,105285.0,4915.0
Toyota,RAV4,2.4,Hybrid,1997,98711,8993,2.4,1997,98711.0,8993.0
Ford,Fiesta,1.0,Petrol,2012,73981,8844,1.0,2012,73981.0,8844.0
VW,Golf,1.8,Petrol,1994,189268,1764,1.8,1994,189268.0,1764.0
Porsche,Cayenne,3.0,Petrol,2004,137506,12863,2.9000000000000004,2004,137506.0,12863.0
Ford,Focus,2.0,Diesel,2012,58525,21086,2.0,2012,58525.0,21086.0
VW,Polo,1.6,Diesel,2006,109943,6249,1.6,2006,109943.0,6249.0
Toyota,Yaris,1.2,Hybrid,2000,95946,5186,1.2,2000,95946.0,5186.0
Ford,Fiesta,1.2,Petrol,1994,191696,1158,1.2,1994,191696.0,1158.0
VW,Golf,1.6,Diesel,2014,53074,18740,1.6,2014,53074.0,18740.0
VW,Passat,1.8,Diesel,1999,67804,8285,1.8,1999,67804.0,8285.0
Ford,Focus,1.8,Diesel,2000,117924,5909,1.8,2000,117924.0,5909.0
Ford,Focus,1.6,Diesel,2007,129715,8108,1.6,2007,129715.0,8108.0
VW,Passat,1.8,Diesel,2016,67627,25765,1.8,2016,67627.0,25765.0
Ford,Mondeo,1.4,Diesel,1999,135313,4218,1.4,1999,135313.0,4218.0
Toyota,RAV4,2.4,Hybrid,2003,141083,9691,2.4,2003,141083.0,9691.0
Toyota,Prius,1.4,Hybrid,2015,62703,24883,1.4,2015,62703.0,24883.0
BMW,X3,2.0,Diesel,2002,92518,9956,2.0,2002,92518.0,9956.0
VW,Polo,1.2,Petrol,2012,98310,8380,1.2,2012,98310.0,8380.0
VW,Polo,2.0,Petrol,2004,133527,4855,2.0,2004,133527.0,4855.0
VW,Polo,1.0,Petrol,2002,168436,2257,1.0,2002,168436.0,2257.0
Porsche,Cayenne,4.0,Petrol,1989,307838,1191,2.9000000000000004,1989,307838.0,1191.0
VW,Passat,2.0,Petrol,1999,200268,2937,2.0,1999,200268.0,2937.0
Porsche,718 Cayman,2.0,Petrol,2011,89018,20402,2.0,2011,89018.0,20402.0
Ford,Mondeo,1.8,Diesel,2011,44273,20273,1.8,2011,44273.0,20273.0
VW,Golf,2.0,Hybrid,2017,21699,35219,2.0,2017,21699.0,35219.0
BMW,Z4,2.4,Petrol,2013,69845,24098,2.4,2013,69845.0,24098.0
Ford,Fiesta,1.2,Petrol,2005,165552,3015,1.2,2005,165552.0,3015.0
VW,Golf,1.8,Petrol,2007,60414,11328,1.8,2007,60414.0,11328.0
